contact_email,contact_name,organization_name,dataset_title,dataset_url,node,property,value,severity,error_msg,pkg_type,checker_type,template
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/89f35266-853e-4558-9263-1872dfc3a779,dct:format,ZIP,Warning,"Class 'dcat:Distribution' - Property 'dct:format': The distribution format must be chosen from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/file-type.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-format-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d,dcat:landingPage,https://data.opentransportdata.swiss/dataset/timetable-54-2025-hrdf-autoverlad,Warning,"Class 'dcat:Dataset' - Property 'dcat:landingPage': The landing page must be provided as an IRI.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dcat-landingpage-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/40eee7bd-c32d-401f-afda-809703c91b81,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/808011a8-fa60-4536-9b5a-cdc14cdaf6da,dct:format,ZIP,Warning,"Class 'dcat:Distribution' - Property 'dct:format': The distribution format must be chosen from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/file-type.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-format-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/edfbd672-1b0b-4a52-8b66-eda3bf04e27e,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/71bdbcbd-e5db-4fc2-b86b-1cd03a65ef1f,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/71bdbcbd-e5db-4fc2-b86b-1cd03a65ef1f,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/edfbd672-1b0b-4a52-8b66-eda3bf04e27e,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/486599f8-ee3c-4c46-99a5-526536020dbe,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/13dd38b0-cdbc-46ed-9c86-e867b8e2e7c1,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/aa24c829-4e5f-4125-997b-71aaa752b7b0,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/167adf63-84a3-4f73-a518-79f6663a2be7,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/b727c840-b36e-4ea4-aadc-81f3287af950,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/5ad6a0b2-e29d-4f49-b835-75266e585494,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/b05f354c-b6c3-417d-98e5-6ed4f38fe3f9,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/c35bd92d-d739-4895-a8e4-195a5d01d685,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/c8113073-0446-4ebb-8a27-e5db8b9fe36f,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/28f9309a-b14e-47e9-8cc6-be2fcb54a7d1,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/9189bcf5-fb83-463c-adaa-dde5b92cc3e9,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/77711dbe-000b-4ed2-a735-c3889f7d6850,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/180e5c16-fcf5-47cc-99cf-3d53bd4723fa,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/d03cd24c-1a5f-4ee2-b6a0-70b2bb8326e0,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/a34f8f95-aaa7-4180-bc53-137be60f9699,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/c5f435c4-54dc-4bd3-b6b2-73d00305ef4b,dct:format,ZIP,Warning,"Class 'dcat:Distribution' - Property 'dct:format': The distribution format must be chosen from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/file-type.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-format-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/990f4741-9431-4c57-9d0d-690c1bab7b46,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/40eee7bd-c32d-401f-afda-809703c91b81,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/990f4741-9431-4c57-9d0d-690c1bab7b46,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/918bec6d-fdc3-4c38-b3c4-f00ee314ef72,dct:format,ZIP,Warning,"Class 'dcat:Distribution' - Property 'dct:format': The distribution format must be chosen from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/file-type.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-format-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/c35bd92d-d739-4895-a8e4-195a5d01d685,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/df7b49a0-2224-4230-8a2f-68bf8c3aaca8,dct:format,ZIP,Warning,"Class 'dcat:Distribution' - Property 'dct:format': The distribution format must be chosen from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/file-type.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-format-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/49c0ba79-3e45-4786-9324-d6074498aa02,dct:format,ZIP,Warning,"Class 'dcat:Distribution' - Property 'dct:format': The distribution format must be chosen from the controlled vocabulary available at:
        http://publications.europa.eu/resource/authority/file-type.
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-format-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/6d81ae38-d45a-4b84-b920-ac6d50e2527b,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/47dcb488-4c57-41d5-95fb-3717154b53b6,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/a3b55238-c66a-4c20-840d-4d1845b066c8,dct:rights,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Warning,"Class 'dcat:Distribution' - Property '​dct:rights': The terms of use should now be provided under dct:license.
        The dct:rights property may only be used to specify one of the following three Creative Commons (CC) licenses:
	https://creativecommons.org/publicdomain/zero/1.0/,
	https://creativecommons.org/licenses/by/4.0/ or https://creativecommons.org/licenses/by-sa/4.0/.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-rights-dcat
        ",dcat,shacl,shaclchecker_error.html
OpenData@sbb.ch,OpenData@sbb.ch,oevch,Fahrplan 2025 (HRDF) Format 5.4 für den Autoverlad,https://ckan.opendata.swiss/dataset/fahrplan-2025-hrdf-format-5-4-fur-den-autoverlad,https://data.opentransportdata.swiss/dataset/37ebd656-36f0-4638-8b1d-384295fdd56d/resource/c8113073-0446-4ebb-8a27-e5db8b9fe36f,dct:license,NonCommercialAllowed-CommercialAllowed-ReferenceRequired,Violation,"Class 'dcat:Distribution' - Property 'dct:license': The license must be chosen from the controlled vocabulary available at:
	http://dcat-ap.ch/vocabulary/licenses.      
        See https://handbook.opendata.swiss/de/content/glossar/bibliothek/dcat-ap-ch.html#dct-license-dcat
        ",dcat,shacl,shaclchecker_error.html
